date,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation
2022-05-20,29.87033383,73.90471708,12.39745393,0.0
2022-05-21,29.83491679,73.29979767,10.88016356,0.0
2022-05-22,29.66616679,71.73557925,11.14881625,0.0
2022-05-23,29.71408371,72.18871388,13.02431595,0.0
2022-05-24,29.90575013,66.64768508,14.60050504,0.004166667
2022-05-25,30.39533358,64.23222188,17.85385808,0.004166667
2022-05-26,30.30158371,67.76231096,20.09306825,0.041666667
2022-05-27,30.36616679,69.64931871,19.15118738,0.1125
2022-05-28,30.24533371,68.79936317,15.39411092,0.020833333
2022-05-29,29.80783371,70.09612583,12.40815798,0.020833333
2022-05-30,30.35158333,62.93113108,13.62697237,0.0
2022-05-31,30.57033333,60.30676146,14.83733254,0.0
2022-01-06,30.63908383,60.80881079,16.32708796,0.0
2022-02-06,30.50991667,61.84865033,15.11813871,0.004166667
2022-03-06,30.25366692,63.58101188,14.16140952,0.004166667
2022-04-06,30.09533358,66.64829425,13.73865517,0.0
2022-05-06,29.92658358,67.16876917,13.486192,0.0
2022-06-06,29.73908358,70.21496833,12.74960715,0.0
2022-07-06,29.4745,71.33352142,13.35414144,0.0
2022-08-06,29.77450038,72.502194,12.30302141,0.0
2022-09-06,29.82241667,71.24459679,10.47341059,0.0
2022-10-06,29.84950013,69.66815483,9.840559982,0.0
2022-11-06,29.79325013,74.48537575,12.03914754,0.045833333
2022-12-06,29.487,78.3956705,11.90771031,0.1875
2022-06-13,28.87866667,78.74727313,10.90934054,0.3
2022-06-14,28.08491667,81.81750125,12.80010298,0.670833333
2022-06-15,27.22241667,84.26967817,16.01001019,1.045833333
2022-06-16,26.7995,85.66085921,17.58774313,0.645833333
2022-06-17,27.70158333,83.20796146,19.40322788,0.233333333
2022-06-18,28.63283333,78.5854625,18.76462054,0.075
2022-06-19,28.03908333,81.91813871,13.96579182,0.316666667
2022-06-20,28.07866667,82.44296642,14.11168075,0.170833333
2022-06-21,28.17241667,82.58454363,14.46711523,0.1375
2022-06-22,28.24325,80.90046271,17.15494917,0.433333333
2022-06-23,27.04741667,86.33003888,17.46868573,1.741666667
2022-06-24,26.0995,90.95382421,13.28059845,2.204166667
2022-06-25,26.25575,88.63852004,15.94883298,0.704166667
2022-06-26,26.54741667,88.44651533,12.48045108,2.041666667
2022-06-27,26.64325,88.45614429,9.343713963,0.991666667
2022-06-28,26.82033333,87.68689463,16.32137496,0.708333333
2022-06-29,26.83283333,86.88200625,17.33907613,0.608333333
2022-06-30,26.50366667,88.91022992,22.07938817,0.720833333
2022-01-07,26.53075,88.38234504,18.05238554,1.45
2022-02-07,26.66825,88.06706888,16.1161365,0.333333333
2022-03-07,26.86408333,88.04117583,14.80183906,0.683333333
2022-04-07,26.33491667,89.57992383,14.14957129,1.729166667
2022-05-07,25.75158333,91.7334555,15.04542754,1.804166667
2022-06-07,26.27033333,88.90656217,15.57610781,1.033333333
2022-07-07,26.40575,88.45882604,17.08095725,0.883333333
2022-08-07,26.18075,89.47079854,16.808715,1.433333333
2022-09-07,25.95991667,90.65971963,17.24010138,2.116666667
2022-10-07,25.937,90.39015517,17.58288794,1.5
2022-11-07,26.29533333,88.69916108,19.03387733,1.445833333
2022-12-07,26.60783333,85.97318425,21.56741529,0.983333333
2022-07-13,25.43283333,91.175634,16.66077833,1.845833333
2022-07-14,25.12658333,91.01604996,16.14905608,2.558333333
2022-07-15,25.03491667,91.48446812,18.82314338,3.195833333
2022-07-16,24.962,91.47777096,18.35830779,2.491666667
2022-07-17,25.39116667,90.31962038,24.051655,2.833333333
2022-07-18,25.79533333,89.870724,28.11791883,2.525
2022-07-19,26.5745,85.69035517,28.34484292,0.954166667
2022-07-20,26.79325,86.16706858,25.35001338,0.879166667
2022-07-21,26.98908333,85.198812,17.70900571,0.420833333
2022-07-22,25.35158333,90.99765579,14.977197,1.666666667
2022-07-23,25.7245,89.55406563,13.63118542,0.925
2022-07-24,26.45158333,85.75895817,13.55111173,0.5625
2022-07-25,26.59533333,84.78570063,12.62726079,0.25
2022-07-26,27.03908333,82.607703,12.86348353,0.175
2022-07-27,25.7245,89.32219717,13.800344,1.325
2022-07-28,25.72658333,89.21051667,14.69779879,1.0375
2022-07-29,26.56825,85.74056962,13.01504556,0.35
2022-07-30,26.35783333,87.20804229,9.186570325,0.208333333
2022-07-31,26.587,86.37121583,5.296487908,0.179166667
2022-01-08,27.2745,86.35448554,8.181070313,0.1125
2022-02-08,27.44741667,86.47459775,8.929515779,0.0375
2022-03-08,27.58075,83.58002004,9.033574113,0.0125
2022-04-08,27.55783333,83.82216446,10.42767282,0.095833333
2022-05-08,27.39533333,82.87070108,10.05915656,0.0875
2022-06-08,27.38075,83.27618329,8.412497229,0.145833333
2022-07-08,27.25158333,85.247902,7.469898013,0.5125
2022-08-08,27.27866667,86.67896512,5.606741132,0.55
2022-09-08,26.15991667,90.58093221,8.210006367,1.375
